batch,handle,platform,name,niche,followers_approx,followers_observed,followers_source,profile_url,discovery_source,identity_check,identity_method,content_fit,content_fit_evidence,reach_floor,engagement_observed,activity_check,purchase_intent,exclusions_check,decision,notes,check_date,selector
14,@amymarietta,tiktok,Amy Nicole Marietta,Europe travel,173.9K,173900,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@amymarietta,original batch14 worker candidate list (2026-09-17),pass,TikTok profile and blog identify 'Amy Nicole Marietta' / 'Amy Marietta'; solo individual creator,pass,Video 7605805860270443807 (2026-02-12); blog opened 2026-09-17 with full two-day Belgium itinerary (Brussels Day 1; Bruges and Ghent Day 2),pass,"Video page observed 2026-09-17: 331,700 plays, 17,500 likes, 138 comments, 4,198 shares, 13,674 saves",pass,present,pass,include,Blog carries affiliate booking links (Viator/GetYourGuide/Agoda). Train first-class upgrade 'under $30' stated in source.,2026-09-17,batch14-worker
14,@mikoaroundtheworld,tiktok,Miko,Hong Kong travel,82.5K,82500,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@mikoaroundtheworld,original batch14 worker candidate list (2026-09-17),pass,"TikTok profile identifies solo creator 'Miko'; 918 videos, 1.6M likes; first-person Hong Kong content",pass,"Video 7541759222753660167 (2025-08-23): Hong Kong day tour (Peak Tram, Cheung Hing Kee Pan Fried Buns, Sneaker Street, Ladies Market, K11 Musea, TST Clock Tower, Victoria Harbour Cruise, Symphony of Lights, Avenue of Stars)",pass,1.6M total profile likes,unknown,unknown,pass,include,Mononym identity; some 'we' wording in content noted but profile presents a solo creator. Latest dated content 2025-08-23.,2026-09-17,batch14-worker
14,@wander_j,tiktok,Wander J,Korea travel,161.4K,161400,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@wander_j,original batch14 worker candidate list (2026-09-17),pass,"TikTok profile identifies solo creator 'Wander J'; 1,118 videos, 2.3M likes; first-person Korea content",pass,Video 7592914241741458695 (2026-01-08): Seoul first-timer itinerary; no named stops visible in captured caption,pass,2.3M total profile likes,pass,unknown,pass,include,Moniker identity; no named stops visible so itinerary carries no items rather than invented ones.,2026-09-17,batch14-worker
14,@jens.in.amsterdam,tiktok,Jens,Europe city breaks,11.2K,11200,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@jens.in.amsterdam,original batch14 worker candidate list (2026-09-17),pass,"TikTok profile identifies 'Jens', South African living in the Netherlands; 504 videos, 1.3M likes; solo individual creator",pass,Video 7574519878204362017 (2025-11-19): four days in Edinburgh; no stops in captured caption,pass,1.3M total profile likes,unknown,unknown,pass,include,Mononym identity; no named stops visible so itinerary carries no items rather than invented ones. Latest dated content 2025-11-19.,2026-09-17,batch14-worker
14,@amys.camera.lens,tiktok,Amy,Australia & New Zealand travel,12.7K,12700,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@amys.camera.lens,original batch14 worker candidate list (2026-09-17),pass,"TikTok profile identifies Australia/NZ travel creator 'Amy'; 817 videos, 622.6K likes; solo individual creator",pass,Video 7628166285691555092 (2026-04-13): three-day Rotorua itinerary,pass,622.6K total profile likes,pass,unknown,pass,include,Mononym identity; individual confirmed by first-person content.,2026-09-17,batch14-worker
14,@shelbyreickstravels,tiktok,Shelby,Travel guides,466.4K,466400,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@shelbyreickstravels,original batch14 worker candidate list (2026-09-17),pass,"TikTok profile identifies Chicago travel creator 'Shelby'; 762 videos, 9.1M likes; sells guides via Linktree as an individual creator",pass,Video 7574488768208571679 (2025-11-19): eight-day Egypt itinerary; no visible stops in captured caption,pass,9.1M total profile likes,unknown,present,pass,include,"Mononym identity; sells travel guides via Linktree (individual, not an agency). No visible stops so itinerary carries no items.",2026-09-17,batch14-worker
14,@theufuoma,tiktok,Jessica Ufuoma,Caribbean / Latin America travel,57.7K,57700,TikTok profile/video page observed 2026-09-17 (exact count),https://www.tiktok.com/@theufuoma,original batch14 worker candidate list (2026-09-17),pass,"Blog and TikTok identify Toronto creator 'Jessica Ufuoma'; 389 videos, 1.3M likes; solo individual creator",pass,Blog opened 2026-09-17 (published 2025-02-14): five-day Belize travel guide,pass,1.3M total profile likes,unknown,unknown,pass,include,Richest original source. Latest dated content 2025-02-14.,2026-09-17,batch14-worker
14,@bontraveler,tiktok,Jessica Wright,California travel,88.5K,88500,TikTok profile observed 2026-09-17 (exact count in profile text),https://www.tiktok.com/@bontraveler,batch14 worker discovery (2026-09-17),pass,"TikTok profile nickname explicitly 'Jessica Wright'; blog signs 'Jessica'; 263 videos, 1.2M likes; bio: California travel guides/tips/hotel links",pass,"Blog opened 2026-09-17: four-day/three-night Northern California coast road trip (Point Reyes, Timber Cove/Sonoma, Elk/Mendocino)",pass,1.2M total profile likes,unknown,present,pass,include,Guide page does not visibly show an exact publication/update date (search suggests ~2025-10); activity marked unknown. Affiliate booking links present.,2026-09-17,batch14-worker
14,@dnvrchoi,tiktok,Denver Choi,Asia travel,106.7K,106700,TikTok profile observed 2026-09-17 (exact count in profile text),https://www.tiktok.com/@dnvrchoi,batch14 worker discovery (2026-09-17),pass,"TikTok profile nickname explicitly 'Denver Choi | Travel&Lifestyle'; 2,396 videos, 4.3M likes; solo individual creator",pass,"Photo post 7613765932393008405 opened 2026-09-17: five-day Taipei itinerary with full day-by-day caption (search-documented 390-398 likes, 12 comments); ten-day Vietnam itinerary also documented (3,166 likes, 137 comments)",pass,"390-398 likes / 12 comments (Taipei post); 3,166 likes / 137 comments (Vietnam post); 4.3M total profile likes",unknown,present,pass,include,Opened photo page rendered minimal caption text; day-by-day captured from search documentation. Exact post date not established; activity unknown. Klook/Agoda/GetYourGuide/Airalo codes in bio.,2026-09-17,batch14-worker
14,@_jessiecarr,tiktok,Jessie Carr,Solo travel,414.9K,414900,TikTok profile observed 2026-09-17 (exact count in profile text),https://www.tiktok.com/@_jessiecarr,batch14 worker discovery (2026-09-17),pass,"TikTok profile bio describes food and solo travel; site travellikejessie.com.au says 'Heyyy I'm Jessie' with personal itineraries from real trips; 3,932 videos, 29M likes",pass,"Photo post 7625999250861837586 opened 2026-09-17 (create_time 2026-04-07); site opened 2026-09-17 lists three paid itineraries at $29 each (NZ North Island campervan, Samoa, Phu Quoc)",pass,29M total profile likes,pass,present,pass,include,Name corroborated by site copy and profile email (not derived from email alone). Paid PDF stops not extracted (paywalled).,2026-09-17,batch14-worker
14,@sivanstravels,tiktok,Sivan,City itineraries,29.5K,29500,TikTok profile observed 2026-09-17 (exact count in profile text),https://www.tiktok.com/@sivanstravels,batch14 worker discovery (2026-09-17),pass,"TikTok profile identifies 'Sivan'; bio says travel tips and itineraries; 717 videos, 5.2M likes, 53 countries; portfolio at sivanweitz.com; solo individual creator",pass,"Video 7588281592616094989: one-week Colombia itinerary (Cartagena 3 days; Santa Marta/Tayrona/Minca 2 days; Medellin 2 days); 6,436 likes, 38 comments. Also: Budapest 1-day (50.9K likes), Chicago 1-day (71.8K likes), Venice 1-day (22.2K likes), Florence 1-day (34.1K likes)",pass,"6,436 likes / 38 comments (Colombia); 50.9K likes (Budapest); 71.8K likes (Chicago); 5.2M total profile likes",unknown,unknown,pass,include,Mononym identity; no full legal name established and none claimed. Exact post date not established; activity unknown.,2026-09-17,batch14-worker
14,@divyadiscovers,tiktok,Divya,US travel guides,45.2K,45200,TikTok profile observed 2026-09-17 (exact count in profile text),https://www.tiktok.com/@divyadiscovers,batch14 worker discovery (2026-09-17),pass,"TikTok profile identifies 'Divya'; bio: travel + lifestyle, Washington DC; 319 videos, 5M likes; solo individual creator",pass,"Video 7556626430650617118: detailed Pikes Peak visitor guide (tickets/permits, driving details, summit, good-to-know); 14.2K likes, 163 comments (search-documented)",pass,14.2K likes / 163 comments (Pikes Peak guide); 5M total profile likes,unknown,present,pass,include,Mononym identity. KAYAK partnership noted on profile. Exact post date not established; activity unknown. Prices are source-stated.,2026-09-17,batch14-worker
14,@heyoleahpinay,tiktok,Leah Good Vibes,Philippines travel,202.7K,202700,TikTok profile observed 2026-09-17 (exact count in profile text),https://www.tiktok.com/@heyoleahpinay,batch14 worker discovery (2026-09-17),pass,"TikTok profile identifies 'Leah Good Vibes'; blog identifies her as a French YouTuber of Filipino/Algerian origin; 1,063 videos, 4.8M likes; solo individual creator",pass,"Video 7634813667724315926 opened 2026-09-17 (create_time 2026-05-01): Siargao day trip (palengke/market stop to island); 13,900 plays, 613 likes, 22 comments, 34 saves, 5 shares",pass,"613 likes / 22 comments / 34 saves / 13,900 plays on video page opened 2026-09-17; 4.8M total profile likes",pass,unknown,pass,include,Thinnest inclusion: structured day-trip format but single video; no separate dated itinerary guide. Kept as genuine but flagged.,2026-09-17,batch14-worker
14,@aprylwanders,tiktok,Apryl,UK travel / hidden gems,11.9K,11900,TikTok profile opened 2026-09-17 (exact count in profile text),https://www.tiktok.com/@aprylwanders,batch14 worker discovery (2026-09-17),pass,"TikTok profile identifies 'Apryl'; bio: 'Exploring the UK & beyond; Travel Guides, hidden gems, boutique hotels'; Feedspot UK travel lister: 'England beyond London, storybook places, hidden gems, weekend itineraries'; 471 videos; solo individual creator",pass,"TikTok video 7502510378639822102 (create_time 2025-05-09): 'Windsor in 48 Hours' structured guide — 10 enumerated stops (Windsor Castle, Changing of the Guard, Long Walk, Thames boat tour, Eton College, Gilbey's, Castle Hotel, Windsor Bridge walk, Valley Gardens, Great Park carriage ride); on/after 2024-09-17.",pass,205 likes / 16.8K plays / 199 saves / 59 shares / 7 comments (Windsor video); 335.2K total profile likes,pass,unknown,pass,include,"Named individual (Apryl). Bio shows content categories only (guides, hidden gems, boutique hotels); no personalized planning services or hosted group trips observed. Linktree bio link could not be fetched (browser failure 2026-09-17) — flagged for re-verification. Mononym identity.",2026-09-17,batch14-topup
14,@charlieonhistravels,tiktok,Charlie,UK road trips / offbeat Europe,26.5K,26500,TikTok profile opened 2026-09-17 (exact count in profile text),https://www.tiktok.com/@charlieonhistravels,batch14 top-up discovery (2026-09-17),pass,TikTok profile identifies 'Charlie On His Travels'; personal email charlieonhistravels@icloud.com; single-person voice across content; no couple/brand/agency signals,pass,Video 7625324292930129174 (TikTok create_time 2026-04-05) is a day-by-day 48-hour Vancouver itinerary; video 7613079975113035030 (create_time 2026-03-03) is a structured Northumberland 250 UK road-trip route guide with named stops,pass,"2.5M total likes across 1656 videos (profile 2026-09-17); Vancouver itinerary video: 17.6K plays, 666 saves, 119 shares",pass,unknown,pass,include,"Bio links Amex bonus points and a GetYourGuide discount (affiliate-style referral, not a consumer service); no personalized travel planning or hosted trips sold. Bio 'DINK with a passport stamp addiction' noted; account presents one named person.",2026-09-17,batch14-topup
