batch,handle,platform,name,niche,followers_approx,followers_observed,followers_source,profile_url,discovery_source,identity_check,identity_method,content_fit,content_fit_evidence,reach_floor,engagement_observed,activity_check,purchase_intent,exclusions_check,decision,notes,check_date,selector
10,@valkengoedtravel,tiktok,Ishry van Valkengoed,Philippines travel,13.1K,13100,"TikTok profile @valkengoedtravel, observed 2026-09-17",https://www.tiktok.com/@valkengoedtravel,web discovery 2026-09-17,pass,named individual 'Ishry van Valkengoed',pass,"Creator-owned complete Philippines day sequence (Manila through Coron), TikTok photo carousel 7602549629825142049, TikTok-ID-derived date 2026-02-03 UTC (formula calibrated on 4 known create_time pairs; diffs within minutes; in window)","pass — 13,100 >= 10,000","10,700 likes; 137 comments (indexed third-party snapshot, observed 2026-09-17)","pass — profile live 2026-09-17 (102,300 profile likes; 535 videos; guide within window)",present — not yet verifiable from carousel content without live view,pass — no planning/hosted-trip/agency indicators observed (observed 2026-09-17),include,"Profile follower count (13,100) per prior worker's live observation 2026-09-17; not re-opened this session (browser tool failure). Day sequence and engagement from dated public index of the creator-posted carousel; carousel slides were not viewable live, so confidence is medium and parent may confirm the displayed carousel date.",2026-09-17,batch10-topup
10,@ginacwiklinski,tiktok,Gina,"Italy/France travel (Amalfi Coast, French Riviera)",19.0K,19000,"TikTok profile @ginacwiklinski, observed 2026-09-17",https://www.tiktok.com/@ginacwiklinski,web discovery 2026-09-17,pass,named individual 'Gina',pass,"Creator-owned complete itinerary carousels: Amalfi Coast structured guide (Arienzo Beach Club, Positano old town, Luisa Positano, Franco's Bar, La Sponda at Le Sirenuse, Capri boat day, Da Vincenzo), TikTok photo 7641692886282620168, ID-derived 2026-05-19 UTC; five-day French Riviera itinerary (Nice; Antibes + Cannes/La Guérite; Èze + Monaco; Menton; boat day + Villefranche-sur-Mer/Paloma Beach), TikTok photo 7606448536602856711, ID-derived 2026-02-13 UTC — both in window","pass — 19,000 >= 10,000","Amalfi: 1,183 likes; 121 comments. Riviera: 732 likes; 28 comments (indexed third-party snapshots, observed 2026-09-17)","pass — profile live 2026-09-17 (99,900 profile likes; 179 videos; both guides within window)",present — partnership email only; no planning service observed,"pass — partnership email only; no consumer trip planning, coaching, hosted group trips, or agency booking identified (observed 2026-09-17)",include,"Two guides from indexed creator-posted carousels with full day-by-day captions; carousel slides were not viewable live (browser tool failure), confidence medium. Venue types not verifiable from evidence are recorded as 'other'. Dedup-checked 2026-09-17 — not present. Ready for canonical append.",2026-09-17,batch10-topup
10,@antavialauren,tiktok,Tav (Tav Reviews Everything),itineraries & food travel,79.5K,"79,500","TikTok profile @antavialauren (79,500 followers, 296 videos, 1.6M total likes), observed 2026-09-17",https://www.tiktok.com/@antavialauren,prior gated candidate file staging/work/gated_candidates.json; re-verified this run,pass,"Single named individual: display name 'Tav Reviews Everything', bio 'sharing my fav eats, itineraries, & life in between' (Atlanta + beyond); Knoxville tourism Q2 FY26 report names her 'Antavia Lauren, Atlanta-based content creator'; business email tav@tavreviewseverything.com; no duo/couple/brand signals",pass,"tiktok.com/@antavialauren/video/7488843573119536415 '48 Hours in Miami - Save this Itinerary!' published 2025-04-02 (create_time 1743632306, within trailing 24 months): full caption lists STAY (Elser Hotel & Residences; Savoy Hotel beach club), EAT (Nick's Pizza, Big Pink, Carbone, Miam Cafe, Sky Coffee), PLAY (Miami Heat game, Rooftop Cinema Club, Brickell City Centre, Design District) - structured 2-day itinerary",pass,"211,100 plays; 9,253 likes; 151 comments; 3,202 shares; 8,526 saves on itinerary video (creator-owned video metrics, observed 2026-09-17)",pass,unknown,pass,include,"Individual creator; itinerary + food travel; Knoxville tourism FAM host (FYE26 Q2 quarterly report, visitknoxville, observed 2026-09-17); Myrtle Beach partnership video 2026-05-06 = paid brand partnership, not consumer planning; dedup clear 2026-09-17 (not in quarantine.json); no TrovaTrip/WeTravel, no group-trip hosting, no trip-planning services.",2026-09-17,batch-closeout-worker
10,@emilyyyybuchtel,tiktok,Emily Buchtel,Colorado day-trip itineraries,69000,69000,TikTok profile page fetched 2026-09-17 (followerCount 69000),https://www.tiktok.com/@emilyyyybuchtel,prior worker lead + web search 2026-09-17,pass,TikTok nickname 'Emily Buchtel'; bio 'Denver Flight Attendant & Travel Creator' - single named individual,pass,"'Save this fun day trip itinerary' series: Winter Park Express (7609340700726938910, 2026-02-21), Pikes Peak/Manitou Springs (7638769919563205918, 2026-05-11), St. Elmo/Mt Princeton Hot Springs (7638309365354679583, 2026-05-10), Bear Creek Lake Park (7639991478495759647, 2026-05-15), Ouzel Falls/Estes Park (7644360526990036255, 2026-05-27); create_time via TikTok video pages 2026-09-17",pass,"TikTok video pages 2026-09-17: plays 44.8K-228.7K, likes 1.5K-13.9K across five itinerary videos (e.g. Bear Creek 206.5K plays/13.9K likes; St. Elmo 228.7K plays/7,984 likes)","pass - itinerary videos dated 2026-02 to 2026-05; profile shows 1,319 videos",present - discount code 'EmilySummer10' for Rocky Mountain Paddleboard; venue @-tags in itineraries,pass - TikTok bio has no planning/coaching/hosted-trip offers; bio-link linktr.ee/emilyyyybuchtel not opened 2026-09-17 (page fetch unavailable this turn); no trip-selling found via web search,include,3 day-trip itineraries extracted; Linktree re-check recommended when fetch available,2026-09-17,batch10-topup
10,@lauravogelle,tiktok,Laura Vogel,Paris 48-hour itinerary,11300,11300,Direct profile observation 2026-09-17 (batch10 close-out worker),https://www.tiktok.com/@lauravogelle,batch10 close-out worker lead; TikTok video page live-verified 2026-09-17,pass,"TikTok author_name 'Laura Vogel'; bio 'Itineraries, Tips, & Accessories'; contact laura@vogelle.com; vogelle.com blog — single named individual",pass,"Paris 48h TikTok video 7495774131200232734 created 2025-04-21 (create_time 1745245969): Louvre, Musée d'Orsay, Musée Rodin, Montmartre, Versailles, Seine River Cruise, Notre-Dame, Sainte-Chapelle — named stops in own caption",pass,"Video page 2026-09-17: 9,010 plays, 473 likes, 15 comments, 76 shares, 393 saves",pass,present - hotel/experience affiliate links via vogelle.com (close-out worker),pass - no trip-selling/planning/coaching/hosted-trip offers found,include,Video verified live 2026-09-17; follower count per close-out worker direct observation 2026-09-17,2026-09-17,batch10-write
10,@laagendademile,tiktok,Mile Mendoza,Italy 7-day itinerary,302700,302700,Direct profile observation 2026-09-17 (batch10 close-out worker),https://www.tiktok.com/@laagendademile,batch10 close-out worker lead; TikTok video page live-verified 2026-09-17,pass,"socialveins.com/influencer/instagram/laagendademile names Mile Mendoza; TikTok author 'La Agenda de Mile'; bio 'Viajes, experiencias, gastronomía y hospedajes en Colombia y el mundo' — individual creator",pass,"Italy 7-day TikTok video 7585751562161622292 created 2025-12-20 (create_time 1766195425): 'Los mejores 7 días por Italia'; hashtags #roma #venecia #florencia (Rome, Venice, Florence)",pass,"Video page 2026-09-17: 1.1M plays, 71K likes, 376 comments, 27K shares, 46,032 saves",pass,absent - none observed in caption,pass - no trip-selling/planning/coaching/hosted-trip offers found,include,Video verified live 2026-09-17; follower count per close-out worker direct observation 2026-09-17,2026-09-17,batch10-write
10,@audris_lim,tiktok,Audris,Kyoto one-day itinerary,16900,16900,Direct profile observation 2026-09-17 (batch10 close-out worker),https://www.tiktok.com/@audris_lim,batch10 close-out worker lead; TikTok video page live-verified 2026-09-17,pass,"TikTok author_name 'Audris'; bio 'Your snack-size tour guide. Food | Travel | Things to do' — individual creator (first name only, as published)",pass,Kyoto one-day TikTok video 7608301243190103309 created 2026-02-18 (create_time 1771445727): 'How to spend the perfect day in Kyoto for your first time visiting... steal this one day itinerary!',pass,"Video page 2026-09-17: 374,700 plays, 22,800 likes, 72 comments, 5,653 shares, 19,481 saves",pass,absent - none observed in caption,pass - no trip-selling/planning/coaching/hosted-trip offers found,include,"Video verified live 2026-09-17; named stops visible in video frames, not in caption text — not inventoried; follower count per close-out worker direct observation 2026-09-17",2026-09-17,batch10-write
10,@sherlaolivia_,tiktok,Sherla,Grenada 5-day itinerary,14800,14800,Direct profile observation 2026-09-17 (batch10 close-out worker),https://www.tiktok.com/@sherlaolivia_,batch10 close-out worker lead; TikTok video page live-verified 2026-09-17,pass,"TikTok author 'Sherla | Travel & Lifestyle'; bio 'All things fun in life & Luxury travel', Los Angeles; contact theSherlaOlivia@gmail.com — individual creator",pass,"Grenada 5-day TikTok video 7559999522412301623 created 2025-10-11 (create_time 1760199569): full day-by-day in own caption — Day 1 arrival/taxi; Day 2 Osprey Ferry to Carriacou, Grenadines via @islandcharters.pm, dinner Asiatique at Silversands Grenada; Day 3 scuba with @aquanautsgrenada, True Blue Bay Resort, dinner Umbrellas; Day 4 Viator tour chocolate/spice markets + waterfalls, lunch Grand Master; Day 5 open",pass,"Video page 2026-09-17: 62,700 plays, 4,074 likes, 74 comments, 1,090 shares, 2,514 saves",pass,present - Viator/booking recs + ShopMy (close-out worker); booking-adjacent operator tags in caption,pass - no trip-selling/planning/coaching/hosted-trip offers found,include,Video verified live 2026-09-17; high-confidence day-by-day extraction; follower count per close-out worker direct observation 2026-09-17,2026-09-17,batch10-write
10,@ridewithmari,tiktok,Mari,Crete 6-day itinerary,24100,24100,Direct profile observation 2026-09-17 (batch10 close-out worker),https://www.tiktok.com/@ridewithmari,batch10 close-out worker lead; TikTok video page live-verified 2026-09-17,pass,"TikTok author 'Mari | Voyages & Adresses'; bio 'bcp de voyages, des bons plans et des bonnes adresses'; insta mari.escapes — individual creator",pass,Crete TikTok video 7604413882647448855 created 2026-02-08 (create_time 1770540586): day-by-day in own caption (French) — Day 1 Chania old town/Venetian port; Day 2 Balos Beach excursion; Day 3 Samaria Gorge; Day 4 Elafonissi Beach; Day 5 Rethymnon/Lake Kournas/Preveli Beach; Day 6 Heraklion & Knossos,pass,"Video page 2026-09-17: 25,500 plays, 760 likes, 39 comments, 128 shares, 235 saves",pass,"present - GetYourGuide booking link + code RIDEWITHMARI5 (-5%) + lodging affiliate links, all in caption",pass - no trip-selling/planning/coaching/hosted-trip offers found,include,Caption says '7 jours en Crète' but enumerates 6 days — days recorded as 6 with note; video verified live 2026-09-17; follower count per close-out worker direct observation 2026-09-17,2026-09-17,batch10-write
10,@annagroessl,tiktok,Annachan,Japan 15-day itinerary,28000,28000,Direct profile observation 2026-09-17 (batch10 close-out worker),https://www.tiktok.com/@annagroessl,batch10 close-out worker lead; photo-post re-verify attempted 2026-09-17 (page returned no data),pass,TikTok creator 'Annachan' per close-out worker — individual creator,pass,Japan 15-day TikTok photo post 7615865157205380374 (close-out worker): Tokyo 4d → Osaka 4d → Kyoto 2d → Nara 1d → Hiroshima/Miyajima 2d → Fukuoka/Itoshima 2d,pass,"Close-out worker observation 2026-09-17: 50.6K likes, 190 comments; write-time re-verify of photo post returned no data (single attempt; page fetch blocked thereafter)",pass,"present - TEMU discounts; merchandise (non-travel, classified explicitly)",pass - no trip-selling/planning/coaching/hosted-trip offers found,include,Engagement stats per close-out worker observation 2026-09-17 — write-time re-verify failed; stop-level items per prior worker report,2026-09-17,batch10-write
10,@vistanirish,tiktok,MareMo,Cebu 3D2N itinerary,644200,644200,Direct profile observation 2026-09-17 (batch10 close-out worker),https://www.tiktok.com/@vistanirish,batch10 close-out worker lead; TikTok video page live-verified 2026-09-17,pass,TikTok author_name 'MareMo'; bio 'Your relatable kumare'; contact irishvistan.inq@gmail.com — individual creator,pass,"Cebu 3D2N TikTok video 7522024214480604424 created 2025-07-01 (create_time 1751357744): '3 days & 2 nights itinerary in Cebu' — city tour, sardine run, turtle watching, canyoneering, whale shark watching, Cebu lechon; recommends @Zirkha Travel and Tours (agency she used, not creator-operated)",pass,"Video page 2026-09-17: 70,200 plays, 1,854 likes, 24 comments, 1,337 shares, 1,184 saves",pass,present - affiliate-style 'Budol Links' in bio; recommends travel agency for the route,pass - recommends an agency as a consumer; no evidence she sells/operates trips,include,Video + stats verified live 2026-09-17; follower count per close-out worker direct observation 2026-09-17,2026-09-17,batch10-write
