batch,handle,platform,name,niche,followers_approx,followers_observed,followers_source,profile_url,discovery_source,identity_check,identity_method,content_fit,content_fit_evidence,reach_floor,engagement_observed,activity_check,purchase_intent,exclusions_check,decision,notes,check_date,selector
15,@thetravelista,instagram,Jessica Ruth Gibson,travel,21.3K,21.3K,feedspot influencer directory (observed 2026-09-17),https://www.instagram.com/thetravelista/,feedspot influencer directory,pass,Own site identifies Jessica Ruth Gibson as the individual behind @thetravelista,pass,Own site hosts a structured 2025 3-day Bangkok itinerary at https://thetravelista.net/travel/the-perfect-3-day-bangkok-itinerary/,pass,"1.46% (Collabstr; 280 avg likes / 17 comments, last 12-24 posts, 20.3K followers, observed 2026-09-17)","Collabstr reports engagement based on last 12-24 posts, indicating active posting",not observed,"individual creator; no couple/brand/agency/operator exclusion triggered; no consumer trip planning, coaching, hosted group trips, or booking services observed",include,Qualifying publication: 2025 3-day Bangkok itinerary (within 2024-09-17 to 2026-09-17 window).,2026-09-17,batch15-topup
15,@bonnierakhit,instagram,Bonnie Rakhit,travel,92.2K,92.2K,feedspot influencer directory (observed 2026-09-17),https://www.instagram.com/bonnierakhit/,feedspot influencer directory,pass,Own site identifies Bonnie Rakhit as the individual behind @bonnierakhit,pass,Own site hosts a structured 2025 Copenhagen Christmas itinerary at https://thestyletraveller.com/christmas-in-copenhagen-festive-itinerary-markets-best-things-to-do/,pass,"0.32% (Collabstr; 202 avg likes / 90 comments, last 12-24 posts, 91.6K followers, observed 2026-09-17)","Collabstr reports engagement based on last 12-24 posts, indicating active posting",not observed,"individual creator; no couple/brand/agency/operator exclusion triggered; sponsored content is not a prohibited service; no consumer trip planning, coaching, hosted group trips, or booking services observed",include,Qualifying publication: 2025 Copenhagen Christmas itinerary (within 2024-09-17 to 2026-09-17 window).,2026-09-17,batch15-topup
15,@thewanderingquinn,instagram,Ellie Quinn Belhaj,travel,67.4K,67.4K,feedspot influencer directory (observed 2026-09-17),https://www.instagram.com/thewanderingquinn/,feedspot influencer directory,pass,Own site identifies Ellie Quinn Belhaj as the individual behind @thewanderingquinn,pass,Own site hosts a structured 2026 3-day Berlin itinerary at https://thewanderingquinn.com/first-time-in-berlin-a-relaxed-3-day-itinerary-beyond-the-usual-sights/,pass,"0.29% (Heepsy; 72.50 avg reactions / 10.50 comments, recency 4.73 days, 1.62 posts/week, observed 2026-09-17)","Heepsy reports recency 4.73 days and 1.62 posts/week, indicating active posting",not observed,"individual creator; no couple/brand/agency/operator exclusion triggered; affiliate links only, not a prohibited service; no consumer trip planning, coaching, hosted group trips, or booking services observed",include,Qualifying publication: 2026 3-day Berlin itinerary (within 2024-09-17 to 2026-09-17 window).,2026-09-17,batch15-topup
15,@intrepidescape,instagram,Scott Tisson,travel,22.9K,22.9K,feedspot influencer directory (observed 2026-09-17),https://www.instagram.com/intrepidescape/,feedspot influencer directory,pass,Own site identifies Scott Tisson as the individual behind @intrepidescape,pass,Own site hosts a structured 3-day Banff itinerary at https://intrepidescape.com/3-day-banff-itinerary/,pass,"0.82% (Collabstr; 161 avg likes / 29 comments, last 12-24 posts, 23.2K followers, observed 2026-09-17)","Collabstr reports engagement based on last 12-24 posts, indicating active posting",not observed,"individual creator; no couple/brand/agency/operator exclusion triggered; affiliate links only, not a prohibited service; no consumer trip planning, coaching, hosted group trips, or booking services observed",include,Qualifying publication: 3-day Banff itinerary (within 2024-09-17 to 2026-09-17 window).,2026-09-17,batch15-topup
15,@adilmusa1,instagram,Adil Musa,food and travel,55.1K,55.1K,feedspot influencer directory (observed 2026-09-17); own Work With Me page states Instagram 57K+,https://www.instagram.com/adilmusa1/,feedspot influencer directory,pass,Own site identifies Adil Musa as a food and travel blogger behind @adilmusa1,pass,Own site hosts a Kuala Lumpur recommendation-list itinerary at https://adilmusa.com/kuala-lumpur-itinerary/ (search labeled updated ~326 days before 2026-09-17; media paths dated 2025/03; tied to his Malaysia trip with named attractions/restaurants and suggested 2-3 day stay),pass,"0.96% (Collabstr; 504 avg likes / 65 comments, last 12-24 posts, 59.5K followers, observed 2026-09-17; https://collabstr.com/instagram-engagement-rate/adilmusa1)","Collabstr reports engagement based on last 12-24 posts, indicating active posting",not observed,"individual creator; no couple/brand/agency/operator exclusion triggered; collaborations/press trips/reviews/sponsored posts are not prohibited services; no consumer trip planning, coaching, hosted group trips, or booking services observed",include,"Qualifying publication: Kuala Lumpur itinerary (medium confidence; recommendation list tied to creator trip, within 2024-09-17 to 2026-09-17 window).",2026-09-17,batch15-topup
15,@charliepauly,instagram,Charlie Pauly,travel,239.2K,239.2K,feedspot influencer directory (observed 2026-09-17),https://www.instagram.com/charliepauly/,feedspot influencer directory,pass,Publicly identified as travel blogger/creator Charlie Pauly; individual identity confirmed,pass,"Own site hosts a North Coast 500 recommendation-list guide at https://charliepauly.com/best-things-to-do-on-the-nc500/ (27 named stops tied to NC500 road trip; search labeled last updated ~531 days before 2026-09-17, within window)",pass,"0.2% (Heepsy; 231.4K followers, recency 19.91 days, 0.38 posts/week, observed 2026-09-17; https://www.heepsy.com/instagram-profile/charliepauly)","Heepsy reports recency 19.91 days, indicating recent posting activity",not observed,"individual creator; no couple/brand/agency/operator exclusion triggered; unrelated company CharlieTheTraveler custom trips not attributed to Charlie Pauly; no consumer trip planning, coaching, hosted group trips, or booking services observed on creator-owned site",include,"Qualifying publication: NC500 guide (medium confidence; recommendation list tied to road trip, within 2024-09-17 to 2026-09-17 window). Heepsy used for engagement (Collabstr direct page returned generic data, not used).",2026-09-17,batch15-topup
15,@voyagefox_,instagram,Nathalie Aron,travel,671.5K,671500,Feedspot influencer directory (observed 2026-09-17),https://www.instagram.com/voyagefox_,wave-3 top-up research 2026-09-17,pass,"named individual (Nathalie Aron); Medium byline ""Voyagefox : Your Travel Guide | Nathalie Aron""",pass,"""4 Day Porto Itinerary Complete Travel Guide 2026"" (medium.com/@voyagefox, published Mar 2026) — structured Day 1-4 with named venues; additional 2026 guides (Utah Mighty 5, Zion)",pass (671500 >= 10000),"0.48% Instagram engagement (Heepsy, observed 2026-09-17); Feedspot +4% growth",pass; 2026 guides published; Heepsy recency >60d noted,unknown,pass (no planning/coaching/hosted-trip/agency signals),include,"Coordinator-verified 2026-09-17: Medium article opened directly, Day 1-4 structure confirmed. ""Bonnie's Escapes"" InteleTravel seller is a different UK Bonnie (findglocal), not linked to any batch15 row.",2026-09-17,batch15-topup
15,@adventurousmiriam,instagram,Miriam Risager,travel,37.5K,37.5K,https://starngage.com/app/global/influencer/ranking/denmark/family,https://www.instagram.com/adventurousmiriam/,StarNgage 'Top Instagram Influencers in Denmark 2026' ranking,pass,Own about page names Miriam Risager as founder of Adventurous Miriam (adventurousmiriam.com/about/); itinerary author bio names Miriam Risager as blog founder; IG handle @adventurousmiriam on own blog,pass,"Own site hosts structured 7-day Montenegro road trip itinerary at adventurousmiriam.com/montenegro-road-trip/; WP REST API dates: published 2025-05-27, updated 2025-08-12 (within 24 months)",pass,"pass - founder §5 media-kit route: creator's OWN media kit (adventurousmiriam.com/wp-content/uploads/2014/12/Media-Kit1.pdf) states 8,000+ social following and 2,400+ monthly site visitors (2014; stale, noted honestly); current signal: StarNgage 2026 Denmark ranking live-tracked profile @adventurousmiriam at 37.5K followers with 0.30% engagement (computed from account's own posts), observed 2026-09-17. Direct IG post read not possible without login (no login per rules)","pass - StarNgage 2026 ranking shows the account live with 37.5K followers and Topics Travel/Family/Adventure; own site updated 2025-08 (Berat guide, search-verified Last Updated ~2025-08-13)",present,pass,select,"Itinerary page carries Booking.com referral links with aid=945933 affiliate code and 'earns a small commission' disclosure; referral-link purchase intent present. No hosted group trips, consumer planning/coaching, or brand/agency operation found on own site",2026-09-17,batch15-retry-worker
15,@haileyoutside,instagram,Hailey Terry,travel,309.9K,309.9K,https://influencers.feedspot.com/camping_instagram_influencers/,https://www.instagram.com/haileyoutside/,Feedspot Top 50 Camping Instagram Influencers 2026 (crawled 2026-09-17),pass,"Own about page (haileyoutside.com/about/): Hailey Terry, mom of two, hiking/backpacking/rock climbing with kids; Hachette author page confirms Hailey Terry, Instagram @haileyoutside, blog haileyoutside.com",pass,"Own structured day-by-day itinerary '7 Days Costa Rica Itinerary | Costa Rica with Kids' at haileyoutside.com/7-days-costa-rica-itinerary-costa-rica-with-kids/ (Day 0 2/20/2024 red-eye to San Jose; Days 1-3 La Fortuna/Arenal/volcano/hot springs/waterfall/zipline; Day 4 drive to Manuel Antonio; Days 5-6 Manuel Antonio/mangrove tour/Espadilla Beach); WP REST API explicit dates: published 2025-01-13, modified 2026-01-16 — in-window",pass,"Same-creator TikTok @haileyoutside re-verified live 2026-09-17: exact 550,000 followers, 15,900,000 likes, 1,266 videos (tiktok.com/@haileyoutside profile read)",pass - Feedspot tracks live profile with +3% 3-month follower growth; new blog posts through September 2026 (Acadia weekend guide),"pass - REI and Amazon affiliate links across homepage; sells fixed editorial products (50 Hikes with Kids book, Hiking With Babies guides)","pass - individual mom blogger/author, no hosted/group trips found on about page or site; not brand/agency/operator",select,Outdoor family niche; structured 7-day Costa Rica itinerary; affiliate + guidebook monetization,2026-09-17,batch15-fill
15,@travelingspud,instagram,Katie Williams,travel,49.7K,49.7K,https://influencers.feedspot.com/boise_instagram_influencers/,https://www.instagram.com/travelingspud/,Feedspot Boise Instagram Influencers list (crawled 2026-09-17),pass,"Podcast profile (iHeart Choose Your Happy Place, 2024-04-01): 'Katie is the creative force behind the Traveling Spud blog'; TikTok @travelingspud bio 'Boise, ID | first time mom, travel, lifestyle', katie@travelingspud.com, individual (first-person voice on own site)",pass,"Own structured day-by-day 10-day itinerary 'Southern Idaho Road Trip: Best Way to See Various Landscapes' at travelingspud.com/the-ultimate-southern-idaho-road-trip-itinerary/ (Day 1&2 Boise, Day 3 Bruneau Dunes, Day 4 Thousand Springs, Day 5 Twin Falls, Day 6 City of Rocks, Day 7 Craters of the Moon, Days 8-9 Sun Valley/Ketchum, Day 10 Stanley/Redfish Lake); explicit calendar date on creator's own site: post-sitemap.xml <lastmod>2026-08-04T02:33:13+00:00</lastmod> for that URL — post-2024-09-17",pass,"Same-creator TikTok @travelingspud: 11K followers, 401.1K likes, 993 videos, observed 2026-09-17",pass - Feedspot tracks live profile with +1% 3-month follower growth; own article actively solicits IG audience ('friends on Instagram'); own homepage updated 61 days pre-check,"pass - affiliate links (Airbnb stay links, AllTrails trail links, affiliate-redirect hotel recommendations) plus free Idaho road-trip itinerary guide lead magnet (fixed editorial product)","pass - 2026-09-17 recheck: no hosted/group trips and no personalized travel-planning/coaching/consulting offering on travelingspud.com or current socials. April 2023 Lemon8 about-me post once said 'currently planning a group trip' — no current offering ever materialized. Her travel course (Clubhouse bio, 'Ultimate Guide for Traveling the World' for female solo travelers) is a fixed digital editorial product, not personalized planning/coaching; her KW Marketing work is B2B demand-gen for tech companies. Individual blogger, not brand/agency/operator",select,Boise-based individual travel blogger; 10-day day-by-day Southern Idaho itinerary with explicit 2026-08-04 sitemap datestamp; affiliate monetization,2026-09-17,batch15-fill
