name,handle,platform,niche,followers_approx,profile_url,source_urls
Michelle Gonzalez,@laxtoluxury,tiktok,luxury,unknown,https://www.tiktok.com/@laxtoluxury,https://www.afar.com/magazine/9-tiktok-accounts-giving-smart-useful-travel-advice
Danielle,@danidboyy1,tiktok,adventure,unknown,https://www.tiktok.com/@danidboyy1,https://www.afar.com/magazine/9-tiktok-accounts-giving-smart-useful-travel-advice
Jord Entually,@jordentually,tiktok,adventure,3.7M,https://www.tiktok.com/@jordentually,https://www.diarydirectory.com/newsarticle/lefty-reveals-the-top-travel-tiktok-influencers-to-follow-in-2025/65090
Mark Harrison,@marklharriosn,tiktok,adventure,1.2M,https://www.tiktok.com/@marklharriosn,https://www.diarydirectory.com/newsarticle/lefty-reveals-the-top-travel-tiktok-influencers-to-follow-in-2025/65090
Kelsey,@kelseyinlondon,tiktok,food,391K,https://www.tiktok.com/@kelseyinlondon,https://www.diarydirectory.com/newsarticle/lefty-reveals-the-top-travel-tiktok-influencers-to-follow-in-2025/65090
Hudson and Emily,@hudsonandemily,tiktok,couples,479K,https://www.tiktok.com/@hudsonandemily,https://www.diarydirectory.com/newsarticle/lefty-reveals-the-top-travel-tiktok-influencers-to-follow-in-2025/65090
German Travel Guy,@thegermantravelguy,tiktok,adventure,3.1M,https://www.tiktok.com/@thegermantravelguy,https://www.diarydirectory.com/newsarticle/lefty-reveals-the-top-travel-tiktok-influencers-to-follow-in-2025/65090
Jaro,@travelwithjaro,tiktok,adventure,1.3M,https://www.tiktok.com/@travelwithjaro,https://www.diarydirectory.com/newsarticle/lefty-reveals-the-top-travel-tiktok-influencers-to-follow-in-2025/65090
One Girl Wandering,@onegirlwandering,tiktok,solo,124K,https://www.tiktok.com/@onegirlwandering,https://www.diarydirectory.com/newsarticle/lefty-reveals-the-top-travel-tiktok-influencers-to-follow-in-2025/65090
Dina Sarraj,@dinasarraj,tiktok,luxury,138K,https://www.tiktok.com/@dinasarraj,https://www.diarydirectory.com/newsarticle/lefty-reveals-the-top-travel-tiktok-influencers-to-follow-in-2025/65090
Ken and Tori,@kenxtori,tiktok,family,124.5K,https://www.tiktok.com/@kenxtori,https://www.diarydirectory.com/newsarticle/lefty-reveals-the-top-travel-tiktok-influencers-to-follow-in-2025/65090
Adrian Baias,@adrian.baias,tiktok,luxury,666K,https://www.tiktok.com/@adrian.baias,https://www.diarydirectory.com/newsarticle/lefty-reveals-the-top-travel-tiktok-influencers-to-follow-in-2025/65090
Ayana,@postcardsfromayana,tiktok,solo,184K,https://www.tiktok.com/@postcardsfromayana,https://www.diarydirectory.com/newsarticle/lefty-reveals-the-top-travel-tiktok-influencers-to-follow-in-2025/65090
Bodie,@bodiek,tiktok,adventure,245K,https://www.tiktok.com/@bodiek,https://www.diarydirectory.com/newsarticle/lefty-reveals-the-top-travel-tiktok-influencers-to-follow-in-2025/65090
Wheel Around The World,@wheelaroundtheworld,tiktok,adventure,218K,https://www.tiktok.com/@wheelaroundtheworld,https://www.diarydirectory.com/newsarticle/lefty-reveals-the-top-travel-tiktok-influencers-to-follow-in-2025/65090
Daniel Young,@danmaniel,tiktok,adventure,2.4M,https://www.tiktok.com/@danmaniel,https://izea.com/resources/top-van-life-influencers/amp/
Courtnie and Nate,@courtandnate,tiktok,couples,1.6M,https://www.tiktok.com/@courtandnate,https://izea.com/resources/top-van-life-influencers/amp/
Madlenna,@madlennaa2,tiktok,luxury,13K,https://www.tiktok.com/@madlennaa2,https://www.diarydirectory.com/newsarticle/lefty-reveals-the-top-travel-tiktok-influencers-to-follow-in-2025/65090
Sonia Mota,@sonia.c.mota,tiktok,adventure,96.3K,https://www.tiktok.com/@sonia.c.mota,https://www.diarydirectory.com/newsarticle/lefty-reveals-the-top-travel-tiktok-influencers-to-follow-in-2025/65090
